"mac_address","lock_date","lock_data","created_by","created_on"
"C0:04:62:EB:1E:BE","2020-01-02 14:38:20.959-08","{u'direction': 16, u'bike_battery': 0, u'battery': 89, u'uncertainty': 13, u'longitude': -71.09343719482422, u'latitude': 42.37361145019531, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:38:20.959Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:38:21.464457-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:38:30.927-08","{u'direction': 16, u'bike_battery': 0, u'battery': 90, u'uncertainty': 13, u'longitude': -71.09343719482422, u'latitude': 42.373634338378906, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:38:30.927Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:38:31.392234-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:38:40.932-08","{u'direction': 16, u'bike_battery': 0, u'battery': 90, u'uncertainty': 13, u'longitude': -71.09346008300781, u'latitude': 42.37364959716797, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:38:40.932Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:38:41.339299-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:38:50.989-08","{u'direction': 16, u'bike_battery': 0, u'battery': 89, u'uncertainty': 12, u'longitude': -71.09345245361328, u'latitude': 42.37368392944336, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:38:50.989Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:38:51.424081-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:39:00.961-08","{u'direction': 16, u'bike_battery': 0, u'battery': 90, u'uncertainty': 11, u'longitude': -71.09345245361328, u'latitude': 42.37370300292969, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:39:00.961Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:39:01.439795-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:39:10.851-08","{u'direction': 16, u'bike_battery': 0, u'battery': 90, u'uncertainty': 10, u'longitude': -71.09345245361328, u'latitude': 42.37371063232422, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:39:10.851Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:39:11.24117-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:39:20.893-08","{u'direction': 16, u'bike_battery': 0, u'battery': 89, u'uncertainty': 10, u'longitude': -71.09343719482422, u'latitude': 42.373722076416016, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:39:20.893Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:39:21.384152-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:39:30.862-08","{u'direction': 16, u'bike_battery': 0, u'battery': 89, u'uncertainty': 11, u'longitude': -71.09346008300781, u'latitude': 42.373741149902344, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:39:30.862Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:39:31.269306-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:39:40.844-08","{u'direction': 16, u'bike_battery': 0, u'battery': 90, u'uncertainty': 11, u'longitude': -71.09346008300781, u'latitude': 42.37376022338867, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:39:40.844Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:39:41.207312-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:39:50.893-08","{u'direction': 16, u'bike_battery': 0, u'battery': 90, u'uncertainty': 12, u'longitude': -71.09344482421875, u'latitude': 42.37372970581055, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:39:50.893Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:39:51.366725-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:40:00.758-08","{u'direction': 4, u'bike_battery': 0, u'battery': 90, u'uncertainty': 13, u'longitude': -71.0934066772461, u'latitude': 42.37376403808594, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:40:00.758Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:40:01.141765-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:40:10.81-08","{u'battery': 89, u'bike_battery': 0, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:40:10.810Z', u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:40:11.175292-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:40:20.728-08","{u'battery': 89, u'bike_battery': 0, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:40:20.728Z', u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:40:21.079092-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:40:30.866-08","{u'direction': 15, u'bike_battery': 0, u'battery': 89, u'uncertainty': 20, u'longitude': -71.09341430664062, u'latitude': 42.373783111572266, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:40:30.866Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:40:31.315615-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:40:40.817-08","{u'direction': 7, u'bike_battery': 0, u'battery': 90, u'uncertainty': 21, u'longitude': -71.09342193603516, u'latitude': 42.37387466430664, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:40:40.817Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:40:41.16656-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:40:51.229-08","{u'direction': 0, u'bike_battery': 0, u'battery': 90, u'uncertainty': 23, u'longitude': -71.09341430664062, u'latitude': 42.37394714355469, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:40:51.229Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:40:51.766065-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:41:00.988-08","{u'direction': 18, u'bike_battery': 0, u'battery': 90, u'uncertainty': 21, u'longitude': -71.09341430664062, u'latitude': 42.37379837036133, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:41:00.988Z', u'speed': 1, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:41:01.415094-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:41:10.775-08","{u'direction': 18, u'bike_battery': 0, u'battery': 90, u'uncertainty': 19, u'longitude': -71.09342956542969, u'latitude': 42.37382507324219, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:41:10.775Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:41:11.210327-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:41:20.767-08","{u'direction': 18, u'bike_battery': 0, u'battery': 89, u'uncertainty': 15, u'longitude': -71.09339141845703, u'latitude': 42.37379837036133, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:41:20.767Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:41:21.177914-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:41:31.184-08","{u'direction': 18, u'bike_battery': 0, u'battery': 89, u'uncertainty': 13, u'longitude': -71.09334564208984, u'latitude': 42.37379837036133, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:41:31.184Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:41:31.602367-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:41:40.873-08","{u'direction': 18, u'bike_battery': 0, u'battery': 90, u'uncertainty': 12, u'longitude': -71.09336853027344, u'latitude': 42.37379837036133, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:41:40.873Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:41:41.290992-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:41:50.767-08","{u'direction': 18, u'bike_battery': 0, u'battery': 90, u'uncertainty': 11, u'longitude': -71.0933837890625, u'latitude': 42.3737678527832, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:41:50.767Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:41:51.129583-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:42:01.219-08","{u'direction': 18, u'bike_battery': 0, u'battery': 89, u'uncertainty': 11, u'longitude': -71.09337615966797, u'latitude': 42.37375259399414, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:42:01.219Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:42:01.65181-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:42:10.924-08","{u'direction': 18, u'bike_battery': 0, u'battery': 89, u'uncertainty': 11, u'longitude': -71.09339141845703, u'latitude': 42.373748779296875, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:42:10.924Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:42:11.312112-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:42:20.819-08","{u'direction': 18, u'bike_battery': 0, u'battery': 90, u'uncertainty': 11, u'longitude': -71.0933837890625, u'latitude': 42.37372589111328, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:42:20.819Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:42:21.216849-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:42:30.787-08","{u'direction': 18, u'bike_battery': 0, u'battery': 90, u'uncertainty': 10, u'longitude': -71.0933837890625, u'latitude': 42.37370681762695, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:42:30.787Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:42:31.202768-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:42:40.761-08","{u'direction': 18, u'bike_battery': 0, u'battery': 89, u'uncertainty': 10, u'longitude': -71.09339141845703, u'latitude': 42.37371826171875, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:42:40.761Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:42:41.157329-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:42:51.311-08","{u'direction': 18, u'bike_battery': 0, u'battery': 90, u'uncertainty': 9, u'longitude': -71.0934066772461, u'latitude': 42.37374496459961, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:42:51.311Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:42:51.795228-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:43:01.258-08","{u'direction': 18, u'bike_battery': 0, u'battery': 90, u'uncertainty': 9, u'longitude': -71.0934066772461, u'latitude': 42.373775482177734, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:43:01.258Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:43:01.714028-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:43:10.738-08","{u'direction': 18, u'bike_battery': 0, u'battery': 90, u'uncertainty': 9, u'longitude': -71.09342956542969, u'latitude': 42.373817443847656, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:43:10.738Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:43:11.10172-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:43:20.692-08","{u'direction': 18, u'bike_battery': 0, u'battery': 90, u'uncertainty': 9, u'longitude': -71.09342193603516, u'latitude': 42.373817443847656, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:43:20.692Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:43:21.061398-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:43:30.727-08","{u'direction': 18, u'bike_battery': 0, u'battery': 90, u'uncertainty': 9, u'longitude': -71.09342193603516, u'latitude': 42.37379455566406, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:43:30.727Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:43:31.110886-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:43:40.73-08","{u'direction': 21, u'bike_battery': 0, u'battery': 89, u'uncertainty': 9, u'longitude': -71.09344482421875, u'latitude': 42.373809814453125, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:43:40.730Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:43:41.09491-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:43:51.469-08","{u'direction': 21, u'bike_battery': 0, u'battery': 89, u'uncertainty': 10, u'longitude': -71.09343719482422, u'latitude': 42.37380599975586, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:43:51.469Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:43:51.960347-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:44:00.717-08","{u'direction': 21, u'bike_battery': 0, u'battery': 89, u'uncertainty': 11, u'longitude': -71.09342956542969, u'latitude': 42.3737907409668, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:44:00.717Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:44:01.122354-08"
"C0:04:62:EB:1E:BE","2020-01-02 14:44:10.716-08","{u'direction': 21, u'bike_battery': 0, u'battery': 89, u'uncertainty': 11, u'longitude': -71.09343719482422, u'latitude': 42.37379455566406, u'reason': u'REASON_UNLOCKED_PING', u'mac_addr': u'C0:04:62:EB:1E:BE', u'date': u'2020-01-02T22:44:10.716Z', u'speed': 0, u'lock_state': u'Unlocked'}","dba@demo.com","2020-01-02 14:44:11.096198-08"
